index,label,split
4072,2,test
4073,2,train
4074,2,train
4075,2,test
4076,2,train
4077,2,test
4078,2,train
4079,2,train
4080,2,train
4081,2,val
4082,2,train
4083,2,train
4084,2,test
4085,2,train
4086,2,test
4087,2,train
4088,2,test
4089,2,train
4090,2,train
4091,2,train
4092,2,train
4093,2,test
4094,2,train
4095,2,train
4096,2,train
4097,2,train
4098,2,train
4099,2,val
4100,2,train
4101,2,val
4102,2,val
4103,2,val
4104,2,train
4105,2,train
4106,2,train
4107,2,train
4108,2,train
4109,2,train
4110,2,val
4111,2,val
4112,2,val
4113,2,test
4114,2,train
4115,2,train
4116,2,train
4117,2,train
4118,2,val
4119,2,test
4120,2,val
4121,2,train
4122,2,train
4123,2,train
4124,2,train
4125,2,train
4126,2,train
4127,2,val
4128,2,train
4129,2,train
4130,2,train
4131,2,val
4132,2,train
4133,2,train
4134,2,train
4135,2,test
4136,2,train
4137,2,train
4138,2,train
4139,2,train
4140,2,train
4141,2,train
4142,2,train
4143,2,train
4144,2,train
4145,2,train
4146,2,train
4147,2,test
4148,2,train
4149,2,train
4150,2,train
4151,2,val
4152,2,train
4153,2,val
4154,2,val
4155,2,val
4156,2,train
4157,2,train
4158,2,train
4159,2,train
4160,2,test
4161,2,train
4162,2,train
4163,2,train
4164,2,train
4165,2,train
4166,2,train
4167,2,test
4168,2,train
4169,2,val
4170,2,test
4171,2,train
4172,2,train
4173,2,train
4174,2,train
4175,2,test
4176,2,val
4177,2,train
4178,2,train
4179,2,val
4180,2,val
4181,2,train
4182,2,train
4183,2,test
4184,2,train
4185,2,train
4186,2,train
4187,2,train
4188,2,train
4189,2,train
4190,2,train
4191,2,train
4192,2,train
4193,2,val
4194,2,train
4195,2,train
4196,2,train
4197,2,train
4198,2,train
4199,2,val
4200,2,val
4201,2,train
4202,2,val
4203,2,train
4204,2,train
4205,2,train
4206,2,train
4207,2,train
4208,2,train
4209,2,val
4210,2,train
4211,2,test
4212,2,test
4213,2,train
4214,2,train
4215,2,train
4216,2,train
4217,2,test
4218,2,train
4219,2,train
4220,2,train
4221,2,train
4222,2,train
4223,2,test
4224,2,train
4225,2,train
4226,2,train
4227,2,val
4228,2,train
4229,2,train
4230,2,train
4231,2,train
4232,2,test
4233,2,test
4234,2,train
4235,2,train
4236,2,train
4237,2,val
4238,2,val
4239,2,train
4240,2,train
4241,2,train
4242,2,train
4243,2,train
4244,2,val
4245,2,train
4246,2,train
4247,2,train
4248,2,test
4249,2,train
4250,2,train
4251,2,train
4252,2,train
4253,2,train
4254,2,test
4255,2,train
4256,2,val
4257,2,train
4258,2,train
4259,2,test
4260,2,train
4261,2,test
4262,2,train
4263,2,val
4264,2,val
4265,2,train
4266,2,train
4267,2,train
4268,2,train
4269,2,train
4270,2,test
4271,2,test
4272,2,train
4273,2,train
4274,2,train
4275,2,train
4276,2,val
4277,2,train
4278,2,val
4279,2,train
4280,2,val
4281,2,test
4282,2,test
4283,2,train
4284,2,train
4285,2,train
4286,2,train
4287,2,train
4288,2,train
4289,2,train
4290,2,test
4291,2,train
4292,2,train
4293,2,train
4294,2,train
4295,2,train
4296,2,train
4297,2,train
4298,2,train
4299,2,train
4300,2,test
4301,2,test
4302,2,train
4303,2,train
4304,2,train
4305,2,train
4306,2,val
4307,2,train
4308,2,train
4309,2,train
4310,2,val
4311,2,test
4312,2,train
4313,2,val
4314,2,test
4315,2,train
4316,2,val
4317,2,val
4318,2,test
4319,2,train
4320,2,test
4321,2,test
4322,2,train
4323,2,train
4324,2,train
4325,2,train
4326,2,train
4327,2,train
4328,2,train
4329,2,test
4330,2,train
4331,2,train
4332,2,test
4333,2,train
4334,2,val
4335,2,train
4336,2,train
4337,2,test
4338,2,val
4339,2,val
4340,2,train
4341,2,val
4342,2,train
4343,2,train
4344,2,train
4345,2,train
4346,2,train
4347,2,val
4348,2,train
4349,2,train
4350,2,train
4351,2,train
4352,2,test
4353,2,train
4354,2,train
4355,2,train
4356,2,train
4357,2,train
4358,2,val
4359,2,train
4360,2,train
4361,2,train
4362,2,val
4363,2,test
4364,2,train
4365,2,test
4366,2,train
4367,2,train
4368,2,train
4369,2,val
4370,2,train
4371,2,train
4372,2,train
4373,2,train
4374,2,test
4375,2,train
4376,2,test
4377,2,train
4378,2,train
4379,2,train
4380,2,train
4381,2,test
4382,2,train
4383,2,test
4384,2,test
4385,2,train
4386,2,train
4387,2,train
4388,2,val
4389,2,test
4390,2,train
4391,2,test
4392,2,train
4393,2,train
4394,2,test
4395,2,test
4396,2,train
4397,2,train
4398,2,train
4399,2,train
4400,2,test
4401,2,train
4402,2,train
4403,2,train
4404,2,train
4405,2,train
4406,2,val
4407,2,test
4408,2,test
4409,2,train
4410,2,train
4411,2,train
4412,2,test
4413,2,train
4414,2,train
4415,2,train
4416,2,val
4417,2,train
4418,2,train
4419,2,train
4420,2,train
4421,2,val
4422,2,train
4423,2,train
4424,2,test
4425,2,train
4426,2,test
4427,2,train
4428,2,train
4429,2,train
4430,2,train
4431,2,val
4432,2,train
4433,2,train
4434,2,val
4435,2,train
4436,2,train
4437,2,train
4438,2,train
4439,2,train
4440,2,train
4441,2,train
4442,2,train
4443,2,train
4444,2,train
4445,2,train
4446,2,train
4447,2,train
4448,2,train
4449,2,test
4450,2,train
4451,2,test
4452,2,train
4453,2,train
4454,2,train
4455,2,train
4456,2,train
4457,2,train
4458,2,train
4459,2,train
4460,2,train
4461,2,train
4462,2,test
4463,2,test
4464,2,test
4465,2,test
4466,2,val
4467,2,train
4468,2,val
4469,2,train
4470,2,val
4471,2,train
4472,2,train
4473,2,val
4474,2,train
4475,2,train
4476,2,train
4477,2,train
4478,2,val
4479,2,train
4480,2,train
4481,2,test
4482,2,train
4483,2,train
4484,2,train
4485,2,val
4486,2,train
4487,2,train
4488,2,train
4489,2,train
4490,2,train
4491,2,val
4492,2,train
4493,2,val
4494,2,test
4495,2,train
4496,2,train
4497,2,test
4498,2,train
4499,2,test
4500,2,val
4501,2,train
4502,2,val
4503,2,train
4504,2,train
4505,2,val
4506,2,test
4507,2,test
4508,2,test
4509,2,train
4510,2,val
4511,2,test
4512,2,train
4513,2,train
4514,2,train
4515,2,val
4516,2,train
4517,2,train
4518,2,train
4519,2,test
4520,2,val
4521,2,train
4522,2,train
4523,2,train
4524,2,train
4525,2,test
4526,2,train
4527,2,train
4528,2,test
4529,2,train
4530,2,val
4531,2,train
4532,2,train
4533,2,train
4534,2,train
4535,2,train
4536,2,test
4537,2,train
4538,2,train
4539,2,train
4540,2,train
4541,2,train
4542,2,val
4543,2,train
4544,2,train
4545,2,train
4546,2,train
4547,2,train
4548,2,train
4549,2,train
4550,2,train
4551,2,val
4552,2,train
4553,2,train
4554,2,train
4555,2,test
4556,2,val
4557,2,train
4558,2,train
4559,2,train
4560,2,train
4561,2,train
4562,2,test
4563,2,train
4564,2,val
4565,2,train
4566,2,train
4567,2,train
4568,2,train
4569,2,test
4570,2,train
4571,2,train
4572,2,train
4573,2,val
4574,2,train
4575,2,val
4576,2,train
4577,2,val
4578,2,test
4579,2,train
4580,2,train
4581,2,train
4582,2,train
4583,2,test
4584,2,train
4585,2,train
4586,2,train
4587,2,val
4588,2,train
4589,2,test
4590,2,train
4591,2,train
4592,2,train
4593,2,test
4594,2,val
4595,2,train
4596,2,train
4597,2,train
4598,2,train
4599,2,train
4600,2,train
4601,2,train
4602,2,train
4603,2,train
4604,2,train
4605,2,train
4606,2,train
4607,2,train
4608,2,test
4609,2,train
4610,2,train
4611,2,test
4612,2,train
4613,2,train
4614,2,train
4615,2,test
4616,2,test
4617,2,test
4618,2,train
4619,2,train
4620,2,train
4621,2,train
4622,2,train
4623,2,train
4624,2,train
4625,2,train
4626,2,val
4627,2,test
4628,2,train
4629,2,val
4630,2,train
4631,2,train
4632,2,test
4633,2,train
4634,2,train
4635,2,test
4636,2,train
4637,2,val
4638,2,train
4639,2,train
4640,2,train
4641,2,val
4642,2,val
4643,2,val
4644,2,test
4645,2,val
4646,2,test
4647,2,train
4648,2,train
4649,2,test
4650,2,train
4651,2,train
4652,2,train
4653,2,val
4654,2,train
4655,2,train
4656,2,train
4657,2,train
4658,2,train
4659,2,train
4660,2,train
4661,2,test
4662,2,val
4663,2,train
4664,2,train
4665,2,test
4666,2,train
4667,2,train
4668,2,train
4669,2,train
4670,2,train
4671,2,train
4672,2,val
4673,2,train
4674,2,train
4675,2,train
4676,2,val
4677,2,train
4678,2,train
4679,2,train
4680,2,train
4681,2,val
4682,2,train
4683,2,train
4684,2,test
4685,2,train
4686,2,train
4687,2,val
4688,2,train
4689,2,train
4690,2,train
4691,2,train
4692,2,test
4693,2,train
4694,2,train
4695,2,train
4696,2,test
4697,2,train
4698,2,train
4699,2,train
4700,2,train
4701,2,train
4702,2,train
4703,2,train
4704,2,train
4705,2,train
4706,2,val
4707,2,val
4708,2,test
4709,2,val
4710,2,train
4711,2,train
4712,2,train
4713,2,train
4714,2,train
4715,2,test
4716,2,val
4717,2,test
4718,2,val
4719,2,train
4720,2,train
4721,2,test
4722,2,val
4723,2,train
4724,2,test
4725,2,val
4726,2,test
4727,2,test
4728,2,train
4729,2,train
4730,2,train
4731,2,train
4732,2,train
4733,2,test
4734,2,test
4735,2,train
4736,2,train
4737,2,train
4738,2,train
4739,2,train
4740,2,train
4741,2,train
4742,2,val
4743,2,train
4744,2,test
4745,2,test
4746,2,test
4747,2,train
4748,2,test
4749,2,train
4750,2,train
4751,2,train
4752,2,train
4753,2,test
4754,2,train
4755,2,test
4756,2,train
4757,2,test
4758,2,val
4759,2,train
4760,2,train
4761,2,train
4762,2,train
4763,2,test
4764,2,test
4765,2,train
4766,2,train
4767,2,train
4768,2,train
4769,2,train
4770,2,val
4771,2,train
4772,2,test
4773,2,train
4774,2,train
4775,2,train
4776,2,test
4777,2,train
4778,2,train
4779,2,val
4780,2,test
4781,2,test
4782,2,train
4783,2,train
4784,2,train
4785,2,train
4786,2,test
4787,2,val
4788,2,train
4789,2,train
4790,2,test
4791,2,train
4792,2,train
4793,2,train
4794,2,train
4795,2,train
4796,2,train
4797,2,val
4798,2,train
4799,2,train
4800,2,test
4801,2,train
4802,2,train
4803,2,train
4804,2,train
4805,2,train
4806,2,train
4807,2,train
4808,2,train
4809,2,test
4810,2,train
4811,2,train
4812,2,train
4813,2,train
4814,2,train
4815,2,train
4816,2,train
4817,2,train
4818,2,train
4819,2,train
4820,2,train
4821,2,train
4822,2,train
4823,2,test
4824,2,train
4825,2,train
4826,2,val
4827,2,train
4828,2,train
4829,2,train
4830,2,test
4831,2,train
4832,2,test
4833,2,test
4834,2,val
4835,2,train
4836,2,train
4837,2,val
4838,2,test
4839,2,train
4840,2,val
4841,2,train
4842,2,val
4843,2,val
4844,2,test
4845,2,val
4846,2,train
4847,2,train
4848,2,train
4849,2,test
4850,2,train
4851,2,train
4852,2,train
4853,2,train
4854,2,train
4855,2,train
4856,2,val
4857,2,train
4858,2,train
4859,2,val
4860,2,train
4861,2,train
4862,2,test
4863,2,train
4864,2,test
4865,2,train
4866,2,train
4867,2,train
4868,2,train
4869,2,test
4870,2,test
4871,2,train
4872,2,train
4873,2,test
4874,2,train
4875,2,train
4876,2,train
4877,2,test
4878,2,test
4879,2,train
4880,2,train
4881,2,val
4882,2,val
4883,2,val
4884,2,train
4885,2,train
4886,2,test
4887,2,test
4888,2,train
4889,2,train
4890,2,train
4891,2,val
4892,2,test
4893,2,train
4894,2,train
4895,2,train
4896,2,val
4897,2,train
4898,2,train
4899,2,train
4900,2,train
4901,2,test
4902,2,test
4903,2,train
4904,2,val
4905,2,train
4906,2,train
4907,2,train
4908,2,train
4909,2,train
4910,2,train
4911,2,train
4912,2,train
4913,2,train
4914,2,train
4915,2,train
4916,2,train
4917,2,train
4918,2,train
4919,2,train
4920,2,test
4921,2,train
4922,2,train
4923,2,train
4924,2,val
4925,2,test
4926,2,train
4927,2,train
4928,2,train
4929,2,train
4930,2,test
4931,2,train
4932,2,test
4933,2,train
4934,2,val
4935,2,val
4936,2,train
4937,2,train
4938,2,train
4939,2,train
4940,2,train
4941,2,test
4942,2,train
4943,2,train
4944,2,train
4945,2,test
4946,2,train
4947,2,train
4948,2,train
4949,2,train
4950,2,train
4951,2,train
4952,2,train
4953,2,test
4954,2,val
4955,2,test
4956,2,train
4957,2,train
4958,2,val
4959,2,train
4960,2,train
4961,2,val
4962,2,val
4963,2,val
4964,2,train
4965,2,train
4966,2,train
4967,2,train
4968,2,val
4969,2,train
4970,2,test
4971,2,val
4972,2,train
4973,2,train
4974,2,train
4975,2,test
4976,2,train
4977,2,train
4978,2,test
4979,2,val
4980,2,test
4981,2,train
4982,2,test
4983,2,val
4984,2,train
4985,2,train
4986,2,train
4987,2,train
4988,2,train
4989,2,train
4990,2,train
4991,2,train
4992,2,train
4993,2,train
4994,2,train
4995,2,train
4996,2,train
4997,2,train
4998,2,train
4999,2,train
5000,2,train
5001,2,val
5002,2,train
5003,2,val
5004,2,test
5005,2,val
5006,2,train
5007,2,test
5008,2,val
5009,2,train
5010,2,train
5011,2,train
5012,2,train
5013,2,train
5014,2,val
5015,2,train
5016,2,train
5017,2,train
5018,2,train
5019,2,train
5020,2,train
5021,2,train
5022,2,test
5023,2,val
5024,2,train
5025,2,val
5026,2,train
5027,2,train
5028,2,train
5029,2,train
5030,2,test
5031,2,train
5032,2,train
5033,2,train
5034,2,val
5035,2,train
5036,2,train
5037,2,train
5038,2,train
5039,2,test
5040,2,train
5041,2,train
5042,2,train
5043,2,train
5044,2,train
5045,2,train
5046,2,train
5047,2,test
5048,2,train
5049,2,train
5050,2,train
5051,2,train
5052,2,train
5053,2,train
5054,2,test
5055,2,train
5056,2,val
5057,2,test
5058,2,val
5059,2,train
5060,2,train
5061,2,train
5062,2,train
5063,2,train
5064,2,train
5065,2,val
5066,2,train
5067,2,train
5068,2,train
5069,2,train
5070,2,test
5071,2,train
5072,2,train
5073,2,train
5074,2,test
5075,2,train
5076,2,train
5077,2,val
5078,2,train
5079,2,train
5080,2,train
5081,2,train
5082,2,train
5083,2,train
5084,2,test
5085,2,train
5086,2,train
5087,2,train
5088,2,train
5089,2,train
5090,2,train
5091,2,train
5092,2,train
5093,2,val
5094,2,train
5095,2,val
5096,2,train
5097,2,train
5098,2,train
5099,2,train
5100,2,train
5101,2,train
5102,2,train
5103,2,train
5104,2,train
5105,2,val
5106,2,train
5107,2,train
5108,2,test
5109,2,train
5110,2,train
5111,2,val
5112,2,test
5113,2,train
5114,2,train
5115,2,val
5116,2,train
5117,2,train
5118,2,train
5119,2,train
5120,2,train
5121,2,val
5122,2,train
5123,2,train
5124,2,test
5125,2,train
5126,2,train
5127,2,val
5128,2,train
5129,2,train
5130,2,train
5131,2,train
5132,2,val
5133,2,train
5134,2,val
5135,2,train
5136,2,train
5137,2,test
5138,2,train
5139,2,train
5140,2,train
5141,2,train
5142,2,train
5143,2,val
5144,2,val
5145,2,test
5146,2,train
5147,2,val
5148,2,train
5149,2,train
5150,2,train
5151,2,train
5152,2,train
5153,2,train
5154,2,test
5155,2,test
5156,2,train
5157,2,train
5158,2,train
5159,2,train
5160,2,val
5161,2,train
5162,2,train
5163,2,val
5164,2,val
5165,2,train
5166,2,val
5167,2,train
5168,2,train
5169,2,train
5170,2,train
5171,2,train
5172,2,test
5173,2,train
5174,2,train
5175,2,train
5176,2,test
5177,2,test
5178,2,val
5179,2,val
5180,2,train
5181,2,train
5182,2,test
5183,2,val
5184,2,train
5185,2,val
5186,2,val
5187,2,val
5188,2,train
5189,2,train
5190,2,train
5191,2,test
5192,2,test
5193,2,train
5194,2,val
5195,2,test
5196,2,train
5197,2,train
5198,2,train
5199,2,train
5200,2,test
5201,2,test
5202,2,val
5203,2,test
5204,2,train
5205,2,train
5206,2,train
5207,2,train
5208,2,test
5209,2,train
5210,2,train
5211,2,train
5212,2,train
5213,2,test
5214,2,test
5215,2,train
5216,2,test
5217,2,val
5218,2,train
5219,2,test
5220,2,train
5221,2,train
5222,2,train
5223,2,train
5224,2,train
5225,2,train
5226,2,train
5227,2,train
5228,2,train
5229,2,test
5230,2,train
5231,2,train
5232,2,train
5233,2,train
5234,2,val
5235,2,train
5236,2,train
5237,2,train
5238,2,train
5239,2,val
5240,2,train
5241,2,test
5242,2,train
5243,2,val
5244,2,train
5245,2,train
5246,2,train
5247,2,train
5248,2,train
5249,2,test
5250,2,train
5251,2,train
5252,2,test
5253,2,test
5254,2,test
5255,2,train
5256,2,val
5257,2,train
5258,2,train
5259,2,val
5260,2,test
5261,2,train
5262,2,train
5263,2,train
5264,2,train
5265,2,test
5266,2,train
5267,2,train
5268,2,train
5269,2,train
5270,2,train
5271,2,train
5272,2,train
5273,2,val
5274,2,val
5275,2,train
5276,2,val
5277,2,train
5278,2,train
5279,2,train
5280,2,train
5281,2,val
5282,2,train
5283,2,train
5284,2,train
5285,2,train
5286,2,train
5287,2,train
5288,2,test
5289,2,train
5290,2,train
5291,2,val
5292,2,train
5293,2,train
5294,2,train
5295,2,train
5296,2,train
5297,2,train
5298,2,train
5299,2,train
5300,2,train
5301,2,test
5302,2,train
5303,2,train
5304,2,test
5305,2,train
5306,2,train
5307,2,train
5308,2,train
5309,2,train
5310,2,train
5311,2,val
5312,2,val
5313,2,test
5314,2,train
5315,2,test
5316,2,train
5317,2,train
5318,2,train
5319,2,train
5320,2,train
5321,2,train
5322,2,train
5323,2,train
5324,2,train
5325,2,train
5326,2,train
5327,2,train
5328,2,train
5329,2,test
5330,2,val
5331,2,train
5332,2,train
5333,2,train
5334,2,test
5335,2,train
5336,2,train
5337,2,train
5338,2,train
5339,2,train
5340,2,val
5341,2,val
5342,2,train
5343,2,train
5344,2,train
5345,2,train
5346,2,val
5347,2,test
5348,2,train
5349,2,test
5350,2,train
5351,2,train
5352,2,train
5353,2,val
5354,2,train
5355,2,train
5356,2,test
5357,2,train
5358,2,train
5359,2,val
5360,2,test
5361,2,train
5362,2,train
5363,2,train
5364,2,train
5365,2,train
5366,2,train
5367,2,test
5368,2,test
5369,2,test
5370,2,train
5371,2,train
5372,2,val
5373,2,val
5374,2,train
5375,2,train
5376,2,train
5377,2,train
5378,2,test
5379,2,train
5380,2,train
5381,2,train
5382,2,train
5383,2,train
5384,2,val
5385,2,train
5386,2,train
5387,2,train
5388,2,test
5389,2,val
5390,2,train
5391,2,train
5392,2,train
5393,2,train
5394,2,val
5395,2,train
5396,2,train
5397,2,train
5398,2,train
5399,2,train
5400,2,train
5401,2,train
5402,2,train
5403,2,val
5404,2,val
5405,2,train
5406,2,train
5407,2,train
5408,2,train
5409,2,train
5410,2,train
5411,2,train
5412,2,train
5413,2,val
5414,2,train
5415,2,train
5416,2,train
5417,2,val
5418,2,train
5419,2,train
5420,2,val
5421,2,val
5422,2,train
5423,2,test
5424,2,train
5425,2,train
5426,2,train
5427,2,train
5428,2,val
5429,2,train
5430,2,train
5431,2,train
5432,2,train
5433,2,val
5434,2,train
5435,2,test
5436,2,train
5437,2,val
5438,2,test
5439,2,train
5440,2,train
5441,2,train
5442,2,train
5443,2,train
5444,2,train
5445,2,train
5446,2,train
5447,2,train
5448,2,train
5449,2,train
5450,2,train
5451,2,train
5452,2,train
5453,2,train
5454,2,train
5455,2,train
5456,2,train
5457,2,train
5458,2,train
5459,2,train
5460,2,test
5461,2,train
5462,2,val
5463,2,train
5464,2,train
5465,2,train
5466,2,train
5467,2,test
5468,2,train
5469,2,val
5470,2,train
5471,2,train
5472,2,train
5473,2,train
5474,2,train
5475,2,train
5476,2,train
5477,2,test
5478,2,train
5479,2,train
5480,2,train
5481,2,train
5482,2,train
5483,2,train
5484,2,train
5485,2,test
5486,2,val
5487,2,train
5488,2,train
5489,2,test
5490,2,train
5491,2,val
5492,2,train
5493,2,train
5494,2,train
5495,2,train
5496,2,train
5497,2,train
5498,2,test
5499,2,train
5500,2,train
5501,2,test
5502,2,train
5503,2,train
5504,2,train
5505,2,train
5506,2,val
5507,2,train
5508,2,train
5509,2,val
5510,2,train
5511,2,train
5512,2,train
5513,2,val
5514,2,train
5515,2,train
5516,2,val
5517,2,train
5518,2,train
5519,2,train
5520,2,train
5521,2,train
5522,2,val
5523,2,val
5524,2,test
5525,2,val
5526,2,train
5527,2,train
5528,2,train
5529,2,train
5530,2,train
5531,2,test
5532,2,train
5533,2,train
5534,2,train
5535,2,test
5536,2,val
5537,2,val
5538,2,test
5539,2,train
5540,2,train
5541,2,train
5542,2,val
5543,2,train
5544,2,train
5545,2,val
5546,2,val
5547,2,train
5548,2,test
5549,2,train
5550,2,train
5551,2,test
5552,2,train
5553,2,train
5554,2,train
5555,2,test
5556,2,train
5557,2,val
5558,2,test
5559,2,train
5560,2,test
5561,2,val
5562,2,train
5563,2,train
5564,2,train
5565,2,train
5566,2,train
5567,2,test
5568,2,train
5569,2,train
5570,2,train
5571,2,train
5572,2,train
5573,2,val
5574,2,train
5575,2,train
5576,2,test
5577,2,train
5578,2,train
5579,3,train
5580,3,train
5581,3,train
5582,3,test
5583,3,train
5584,3,train
5585,3,train
5586,3,test
5587,3,train
5588,3,val
5589,3,train
5590,3,test
5591,3,train
5592,3,val
5593,3,train
5594,3,test
5595,3,train
5596,3,train
5597,3,train
5598,3,train
5599,3,train
5600,3,train
5601,3,train
5602,3,train
5603,3,train
5604,3,val
5605,3,train
5606,3,train
5607,3,test
5608,3,test
5609,3,val
5610,3,train
5611,3,train
5612,3,train
5613,3,train
5614,3,test
5615,3,train
5616,3,train
5617,3,train
5618,3,train
5619,3,train
5620,3,train
5621,3,test
5622,3,val
5623,3,train
5624,3,train
5625,3,val
5626,3,train
5627,3,train
5628,3,train
5629,3,train
5630,3,train
5631,3,val
5632,3,test
5633,3,train
5634,3,train
5635,3,train
5636,3,test
5637,3,train
5638,3,test
5639,3,train
5640,3,val
5641,3,train
5642,3,val
5643,3,train
5644,3,train
5645,3,val
5646,3,train
5647,3,train
5648,3,train
5649,3,train
5650,3,test
5651,3,train
5652,3,train
5653,3,train
5654,3,train
5655,3,val
5656,3,train
5657,3,val
5658,3,train
5659,3,train
5660,3,train
5661,3,test
5662,3,train
5663,3,train
5664,3,train
5665,3,train
5666,3,train
5667,3,val
5668,3,train
5669,3,train
5670,3,val
5671,3,train
5672,3,train
5673,3,train
5674,3,train
5675,3,train
5676,3,train
5677,3,train
5678,3,train
5679,3,train
5680,3,train
5681,3,train
5682,3,val
5683,3,train
5684,3,train
5685,3,train
5686,3,train
5687,3,test
5688,3,train
5689,3,train
5690,3,train
5691,3,train
5692,3,val
5693,3,train
5694,3,val
5695,3,train
5696,3,train
5697,3,val
5698,3,train
5699,3,train
5700,3,train
5701,3,test
5702,3,train
5703,3,test
5704,3,train
5705,3,train
5706,3,train
5707,3,test
5708,3,test
5709,3,test
5710,3,train
5711,3,val
5712,3,train
5713,3,test
5714,3,train
5715,3,train
5716,3,train
5717,3,train
5718,3,train
5719,3,val
5720,3,train
5721,3,val
5722,3,test
5723,3,train
5724,3,train
5725,3,train
5726,3,test
5727,3,train
5728,3,val
5729,3,train
5730,3,train
5731,3,train
5732,3,train
5733,3,train
5734,3,train
5735,3,train
5736,3,train
5737,3,train
5738,3,train
5739,3,train
5740,3,test
5741,3,test
5742,3,test
5743,3,train
5744,3,train
5745,3,train
5746,3,train
5747,3,val
5748,3,train
5749,3,train
5750,3,train
5751,3,train
5752,3,train
5753,3,train
5754,3,train
5755,3,train
5756,3,train
5757,3,val
5758,3,train
5759,3,train
5760,3,test
5761,3,train
5762,3,train
5763,3,test
5764,3,val
5765,3,test
5766,3,test
5767,3,val
5768,3,test
5769,3,train
5770,3,train
5771,3,test
5772,3,test
5773,3,test
5774,3,train
5775,3,train
5776,3,train
5777,3,train
5778,3,val
5779,3,test
5780,3,train
5781,3,val
5782,3,train
5783,3,val
5784,3,test
5785,3,train
5786,3,train
5787,3,train
5788,3,train
5789,3,train
5790,3,test
5791,3,train
5792,3,val
5793,3,val
5794,3,train
5795,3,train
5796,3,train
5797,3,val
5798,3,train
5799,3,train
5800,3,train
5801,3,train
5802,3,train
5803,3,train
5804,3,val
5805,3,train
5806,3,train
5807,3,train
5808,3,train
5809,3,train
5810,3,train
5811,3,train
5812,3,train
5813,3,train
5814,3,train
5815,3,train
5816,3,train
5817,3,test
5818,3,train
5819,3,train
5820,3,train
5821,3,train
5822,3,train
5823,3,test
5824,3,train
5825,3,train
5826,3,train
5827,3,val
5828,3,val
5829,3,test
5830,3,train
5831,3,train
5832,3,train
5833,3,train
5834,3,train
5835,3,train
5836,3,train
5837,3,train
5838,3,train
5839,3,train
5840,3,val
5841,3,train
5842,3,train
5843,3,train
5844,3,train
5845,3,train
5846,3,train
5847,3,train
5848,3,train
5849,3,train
5850,3,train
5851,3,train
5852,3,train
5853,3,train
5854,3,test
5855,3,train
5856,3,test
5857,3,train
5858,3,test
5859,3,train
5860,3,train
5861,3,train
5862,3,val
5863,3,train
5864,3,train
5865,3,train
5866,3,test
5867,3,train
5868,3,val
5869,3,test
5870,3,train
5871,3,train
5872,3,test
5873,3,train
5874,3,train
5875,3,val
5876,3,test
5877,3,train
5878,3,train
5879,3,train
5880,3,train
5881,3,test
5882,3,train
5883,3,train
5884,3,test
5885,3,train
5886,3,train
5887,3,train
5888,3,train
5889,3,train
5890,3,train
5891,3,val
5892,3,test
5893,3,train
5894,3,test
5895,3,test
5896,3,train
5897,3,train
5898,3,train
5899,3,test
5900,3,train
5901,3,train
5902,3,train
5903,3,train
5904,3,test
5905,3,train
5906,3,train
5907,3,val
5908,3,train
5909,3,val
5910,3,test
5911,3,train
5912,3,train
5913,3,train
5914,3,test
5915,3,train
5916,3,train
5917,3,train
5918,3,train
5919,3,test
5920,3,train
5921,3,train
5922,3,train
5923,3,train
5924,3,train
5925,3,train
5926,3,train
5927,3,train
5928,3,val
5929,3,val
5930,3,train
5931,3,train
5932,3,train
5933,3,val
5934,3,train
5935,3,train
5936,3,train
5937,3,train
5938,3,train
5939,3,val
5940,3,train
5941,3,test
5942,3,train
5943,3,train
5944,3,train
5945,3,train
5946,3,train
5947,3,train
5948,3,train
5949,3,train
5950,3,test
5951,3,train
5952,3,val
5953,3,train
5954,3,train
5955,3,train
5956,3,train
5957,3,train
5958,3,train
5959,3,train
5960,3,train
5961,3,val
5962,3,test
5963,3,train
5964,3,train
5965,3,train
5966,3,test
5967,3,train
5968,3,val
5969,3,train
5970,3,val
5971,3,train
5972,3,val
5973,3,train
5974,3,test
5975,3,train
5976,3,train
5977,3,train
5978,3,train
5979,3,train
5980,3,train
5981,3,val
5982,3,val
5983,3,train
5984,3,train
5985,3,train
5986,3,val
5987,3,train
5988,3,test
5989,3,train
5990,3,train
5991,3,train
5992,3,train
5993,3,test
5994,3,val
5995,3,train
5996,3,train
5997,3,train
5998,3,train
5999,3,test
6000,3,val
6001,3,test
6002,3,train
6003,3,train
6004,3,train
6005,3,val
6006,3,train
6007,3,train
6008,3,train
6009,3,train
6010,3,val
6011,3,train
6012,3,train
6013,3,val
6014,3,val
6015,3,train
6016,3,train
6017,3,train
6018,3,test
6019,3,test
6020,3,train
6021,3,train
6022,3,test
6023,3,train
6024,3,train
6025,3,train
6026,3,val
6027,3,train
6028,3,val
6029,3,val
6030,3,train
6031,3,train
6032,3,train
6033,3,train
6034,3,val
6035,3,train
6036,3,train
6037,3,train
6038,3,train
6039,3,train
6040,3,train
6041,3,val
6042,3,val
6043,3,val
6044,3,train
6045,3,train
6046,3,test
6047,3,train
6048,3,val
6049,3,train
6050,3,val
6051,3,train
6052,3,train
6053,3,train
6054,3,test
6055,3,train
6056,3,test
6057,3,train
6058,3,test
6059,3,train
6060,3,train
6061,3,train
6062,3,val
6063,3,train
6064,3,train
6065,3,train
6066,3,train
6067,3,train
6068,3,test
6069,3,train
6070,3,train
